Realistic,Investigative,Artistic,Social,Enterprising,Conventional,CGPA,Programming,Mathematics,ProblemSolving,Communication,Leadership,Creativity,Technical,DataAnalysis,PublicSpeaking,Research,Career
1.7,4.9,3.9,5.6,6.9,8.9,4.15,2.8,4.2,4.2,3.9,2.4,3.1,3.5,4.4,2.0,3.3,Banker/Financial Analyst
7.2,8.0,3.9,3.6,4.5,3.5,3.89,1.6,4.6,5.0,3.2,4.3,2.5,4.0,5.0,3.5,4.5,Medical Lab Scientist
3.4,8.2,4.7,6.3,7.9,8.4,3.85,2.6,4.8,3.8,3.9,3.3,3.0,3.6,4.5,3.3,3.5,Accountant/Auditor
6.4,10.0,4.8,7.1,4.5,7.6,3.46,1.7,4.9,5.0,2.6,3.2,2.4,4.2,4.2,4.1,4.7,Medical Lab Scientist
6.2,4.7,6.1,4.3,8.7,5.5,2.03,4.6,1.9,5.0,3.9,4.2,4.1,2.6,2.8,3.9,3.4,Entrepreneur
3.4,6.8,9.2,5.2,7.0,3.5,4.08,2.2,2.5,3.3,3.1,2.5,4.8,4.0,2.2,3.8,3.0,Graphic Designer/UI-UX
7.6,8.2,7.5,3.8,4.7,5.2,3.71,4.0,3.0,5.0,2.2,1.8,1.6,3.8,2.7,4.1,4.4,Software Developer
2.0,6.6,5.2,3.6,9.2,9.5,3.9,3.2,4.3,4.2,3.9,3.8,2.9,4.5,4.8,3.6,3.7,Banker/Financial Analyst
1.8,3.0,5.5,9.5,6.4,6.7,3.52,2.2,2.1,3.7,4.6,5.0,2.3,1.0,5.0,4.5,3.7,Human Resources Manager
9.6,8.8,5.0,4.5,4.5,4.0,4.11,4.6,4.0,4.0,4.2,3.5,3.0,4.9,3.4,1.7,2.8,Software Developer
4.4,5.8,4.6,8.9,8.1,7.5,3.48,2.9,3.2,4.3,5.0,5.0,4.2,1.4,2.9,4.3,2.7,Marketing/Sales Executive
4.8,4.7,6.4,5.9,8.0,4.8,1.98,2.5,2.1,3.6,4.9,4.2,3.5,3.8,1.5,3.5,4.0,Marketing/Sales Executive
6.7,4.9,4.2,6.3,8.8,6.0,2.95,1.4,3.0,4.6,4.5,4.2,5.0,2.9,1.3,4.9,3.3,Entrepreneur
2.5,4.3,5.7,10.0,8.8,6.9,3.82,1.7,2.9,4.2,5.0,4.2,3.9,3.2,1.9,4.7,4.2,Marketing/Sales Executive
9.6,9.7,6.8,4.9,5.9,4.5,3.29,4.5,3.9,4.3,3.6,3.8,3.6,5.0,2.9,2.3,2.9,Software Developer
3.4,3.4,3.6,9.5,8.3,6.2,3.07,1.9,3.2,3.7,4.8,4.2,1.0,2.0,3.7,4.3,3.5,Human Resources Manager
4.4,9.0,3.7,3.3,5.9,8.5,3.11,3.4,4.8,3.1,3.7,2.7,1.1,1.7,3.9,3.1,2.9,Accountant/Auditor
2.3,3.3,4.2,4.4,8.9,4.7,2.02,1.0,1.1,3.1,5.0,4.5,3.7,1.1,2.4,4.6,3.7,Entrepreneur
5.4,6.6,7.4,4.9,4.1,5.7,4.01,2.0,1.2,4.2,3.1,3.9,4.8,4.9,4.4,4.7,3.7,Graphic Designer/UI-UX
8.1,8.2,4.7,2.7,5.0,7.5,3.74,3.1,4.6,4.7,3.0,3.8,2.6,4.4,2.9,3.5,3.6,Civil/Mechanical Engineer
8.8,6.1,5.9,5.3,4.6,5.2,4.06,2.8,3.2,4.7,2.6,3.1,4.8,4.6,3.5,3.5,4.0,Civil/Mechanical Engineer
1.2,6.0,4.6,8.1,9.5,1.9,3.46,1.0,3.1,3.2,3.1,5.0,2.1,3.1,2.0,4.0,1.1,Human Resources Manager
5.2,9.3,7.9,1.6,6.4,5.6,4.09,4.0,4.5,4.6,2.5,4.0,1.6,4.2,4.7,1.8,4.4,Data Scientist
4.9,4.6,7.7,9.9,6.3,3.8,4.76,1.0,2.4,4.5,4.9,3.2,2.9,2.3,2.9,4.3,5.0,Teacher/Lecturer
3.1,4.5,4.6,8.7,3.0,7.5,2.93,1.7,2.4,4.9,3.7,4.5,3.7,1.3,2.6,4.4,4.4,Teacher/Lecturer
3.9,7.8,5.8,9.8,5.0,6.7,3.88,2.0,2.9,4.8,4.8,4.6,4.5,2.0,2.7,4.3,4.7,Teacher/Lecturer
4.1,5.0,3.1,8.0,7.8,9.4,3.86,2.5,4.0,3.3,3.4,2.3,2.0,2.9,4.5,2.6,3.7,Accountant/Auditor
5.4,6.3,4.3,8.5,10.0,4.1,2.66,1.8,3.0,3.5,4.2,5.0,3.7,1.8,3.1,3.9,1.8,Marketing/Sales Executive
6.7,5.6,9.3,8.2,5.0,5.3,3.65,4.8,3.2,3.6,4.3,2.4,4.7,3.5,2.6,2.5,1.3,Graphic Designer/UI-UX
5.2,4.0,7.7,4.2,4.8,5.2,2.93,1.8,3.0,3.6,4.5,2.2,4.7,3.0,3.2,3.2,2.2,Graphic Designer/UI-UX
6.0,5.7,7.5,5.2,6.4,4.0,2.78,2.8,3.4,4.3,4.4,2.8,4.9,1.6,2.8,3.0,3.3,Graphic Designer/UI-UX
4.5,6.2,9.5,5.0,5.0,4.3,2.62,2.4,3.1,4.2,3.5,2.2,4.6,2.8,2.9,4.4,4.5,Graphic Designer/UI-UX
4.3,2.9,5.9,9.2,8.8,4.0,2.4,1.4,1.7,3.5,4.9,4.3,3.9,1.0,3.8,4.4,3.3,Marketing/Sales Executive
5.0,3.0,3.2,8.2,7.5,4.5,3.35,1.0,2.5,4.6,4.2,3.7,3.6,1.4,5.0,4.4,4.1,Human Resources Manager
3.6,3.4,7.2,2.7,5.5,4.1,3.61,5.0,3.9,4.7,4.9,3.2,4.8,4.9,3.0,3.5,4.3,Graphic Designer/UI-UX
10.0,4.8,4.4,2.5,2.8,3.8,3.89,3.4,5.0,4.4,1.7,3.3,2.3,4.2,4.0,3.2,4.0,Civil/Mechanical Engineer
3.6,9.2,3.6,4.5,4.1,7.9,3.26,4.8,3.8,4.4,2.8,2.0,3.5,4.2,4.0,2.6,4.2,Software Developer
7.7,7.3,3.8,7.0,5.2,6.0,3.95,4.6,3.4,4.8,2.9,3.7,3.4,4.7,3.5,2.0,4.7,Cybersecurity Analyst
6.9,7.7,7.7,3.6,3.5,4.7,4.06,4.4,3.6,5.0,2.2,2.8,4.1,3.1,4.2,1.4,4.2,Software Developer
5.0,6.1,9.1,5.8,2.9,7.4,4.99,4.7,2.6,3.7,3.7,3.8,5.0,2.9,2.8,4.4,3.2,Graphic Designer/UI-UX
5.1,8.9,6.5,3.5,6.1,7.1,4.04,5.0,4.1,5.0,4.1,2.5,4.7,2.3,4.6,1.8,4.5,Data Scientist
1.1,3.0,6.2,9.5,8.4,4.7,3.49,1.3,2.3,3.9,4.5,3.2,3.8,2.9,3.6,5.0,4.3,Marketing/Sales Executive
7.5,8.0,5.9,8.3,5.7,7.2,4.28,4.1,4.4,3.8,3.8,3.6,1.9,4.4,4.8,1.2,3.9,Medical Lab Scientist
9.4,9.2,5.2,4.2,5.9,5.1,3.56,1.2,4.9,4.5,4.0,1.0,3.5,4.4,4.9,3.6,3.7,Civil/Mechanical Engineer
8.2,6.5,1.8,4.5,5.4,6.7,3.81,5.0,4.5,5.0,3.0,2.7,4.1,4.7,4.2,3.4,2.8,Civil/Mechanical Engineer
2.8,4.0,3.4,8.4,5.9,4.4,4.08,2.4,1.9,4.6,4.8,4.2,4.7,2.5,4.8,4.6,3.8,Human Resources Manager
8.9,8.8,3.7,4.6,5.2,8.1,3.63,1.1,4.4,3.3,2.5,2.0,2.4,3.8,2.6,1.9,4.8,Medical Lab Scientist
5.6,8.9,6.0,5.3,5.5,7.7,4.06,5.0,4.1,4.7,3.6,3.8,2.4,2.4,4.8,3.3,5.0,Data Scientist
3.5,4.1,5.4,8.8,6.3,7.7,2.9,2.2,2.5,3.1,4.5,4.0,3.9,2.1,4.4,3.7,1.2,Human Resources Manager
6.1,8.8,4.1,5.5,3.2,5.7,3.36,2.7,3.3,4.8,3.3,2.0,2.6,4.3,4.7,2.6,4.4,Medical Lab Scientist
9.4,9.3,5.4,5.9,2.4,9.6,3.1,3.7,4.5,4.9,3.7,2.8,3.2,3.0,4.4,3.7,4.7,Data Scientist
8.6,8.1,1.0,5.5,2.4,6.7,4.68,3.0,5.0,3.9,3.4,2.1,2.2,4.0,3.1,4.4,3.5,Medical Lab Scientist
7.6,7.6,10.0,7.9,3.6,3.2,2.75,5.0,2.7,3.0,3.1,3.1,4.4,5.0,3.6,3.6,2.4,Graphic Designer/UI-UX
8.9,7.4,3.5,6.1,3.8,6.2,3.3,1.0,4.5,4.3,4.2,2.6,2.2,4.5,4.6,2.8,4.9,Medical Lab Scientist
2.9,5.7,6.3,4.3,9.9,6.2,3.31,1.9,3.5,5.0,5.0,4.5,3.5,2.5,3.8,4.5,2.7,Marketing/Sales Executive
9.3,8.6,7.3,3.8,2.5,6.5,4.52,3.6,4.5,4.9,3.5,3.6,3.4,4.2,4.7,3.2,3.7,Data Scientist
6.9,9.1,1.0,7.9,4.3,8.3,3.46,2.7,3.9,4.7,3.3,3.4,3.8,4.2,4.2,1.1,4.9,Medical Lab Scientist
4.8,5.0,5.2,4.2,7.1,9.2,3.4,1.0,5.0,3.3,3.5,3.1,2.5,3.9,4.5,3.1,4.2,Accountant/Auditor
6.8,9.4,4.2,6.3,4.6,7.0,4.11,3.5,4.7,5.0,3.9,3.0,3.1,4.1,5.0,3.6,4.1,Data Scientist
5.4,9.3,6.9,1.4,4.1,3.8,4.11,4.4,5.0,4.7,4.4,3.6,2.8,2.7,4.9,1.5,5.0,Data Scientist
9.7,6.4,1.9,2.0,6.5,4.0,3.9,2.7,4.9,4.3,5.0,5.0,3.2,4.5,5.0,1.9,3.5,Civil/Mechanical Engineer
3.3,9.1,6.2,3.9,2.3,8.3,4.77,3.7,4.5,4.9,5.0,2.5,2.0,4.3,5.0,3.0,4.0,Data Scientist
3.7,9.4,7.2,3.8,1.0,8.0,4.49,3.1,4.8,4.8,3.4,2.2,4.1,3.5,4.4,1.0,5.0,Data Scientist
3.3,5.8,7.9,6.0,6.0,3.0,3.87,3.8,2.2,4.4,2.9,3.5,4.4,3.6,3.5,3.6,4.7,Graphic Designer/UI-UX
5.7,9.9,5.8,4.1,1.9,3.1,3.84,3.4,4.7,4.4,5.0,5.0,3.3,4.1,4.6,4.2,2.0,Software Developer
3.3,5.6,5.9,8.7,7.8,4.6,3.61,2.7,1.3,3.0,4.0,3.8,3.4,2.8,3.2,4.5,3.2,Marketing/Sales Executive
6.2,8.0,2.6,3.7,3.1,6.6,3.61,1.9,4.4,3.9,2.4,3.5,3.0,4.7,4.4,3.5,4.5,Medical Lab Scientist
6.5,9.3,3.8,3.9,5.7,9.7,4.14,3.9,3.8,4.2,2.3,2.4,2.5,4.8,3.3,4.1,4.5,Cybersecurity Analyst
2.3,4.8,3.1,8.1,6.1,3.4,3.54,1.6,2.8,4.5,4.6,4.2,4.1,1.9,2.5,4.7,2.5,Human Resources Manager
8.3,9.1,5.4,2.6,7.5,5.8,3.34,4.1,4.7,3.3,2.8,3.8,1.6,4.7,3.6,1.8,3.7,Civil/Mechanical Engineer
4.5,3.3,8.3,3.5,7.8,6.4,4.83,2.9,2.5,4.5,3.0,2.0,4.3,4.3,1.9,4.2,2.9,Graphic Designer/UI-UX
7.7,6.6,4.3,1.0,6.2,2.4,4.03,1.7,4.2,4.7,5.0,3.6,1.7,5.0,3.3,3.1,4.0,Civil/Mechanical Engineer
8.9,7.6,5.9,5.6,6.0,6.0,3.18,1.9,3.9,4.9,3.4,4.3,4.4,4.4,3.5,3.0,3.2,Civil/Mechanical Engineer
1.6,5.9,4.4,8.3,7.3,9.7,4.09,3.0,3.8,3.6,4.6,3.4,2.2,2.6,4.4,4.5,3.4,Banker/Financial Analyst
2.7,8.1,5.3,9.1,5.5,4.6,3.51,1.0,3.2,4.2,4.5,3.4,3.8,1.6,1.9,4.8,4.4,Teacher/Lecturer
6.4,7.0,2.6,5.7,2.9,1.5,4.44,1.0,4.3,4.2,5.0,3.9,2.3,4.1,5.0,1.5,4.6,Medical Lab Scientist
4.1,3.6,4.5,8.4,4.9,7.0,3.06,3.9,2.3,3.5,3.9,3.4,4.1,3.3,2.4,4.4,4.3,Human Resources Manager
5.1,5.1,3.1,4.3,9.4,4.0,4.44,3.9,2.7,4.0,5.0,5.0,4.3,3.2,3.4,4.2,2.3,Entrepreneur
6.6,6.0,9.3,4.9,5.8,4.6,3.38,3.7,2.5,3.7,4.2,2.8,5.0,3.1,5.0,4.8,2.3,Graphic Designer/UI-UX
6.2,5.0,3.3,6.2,9.9,4.0,4.46,3.5,2.1,3.7,4.2,4.5,2.8,2.2,2.8,5.0,3.5,Entrepreneur
6.0,7.5,3.4,5.4,6.9,7.6,4.57,2.2,4.8,4.5,2.1,2.6,3.3,3.1,4.8,3.3,4.4,Accountant/Auditor
8.4,8.8,3.7,5.3,6.7,6.4,3.08,3.0,4.3,4.1,3.4,4.2,3.1,4.6,3.3,4.2,3.3,Civil/Mechanical Engineer
6.1,8.8,3.9,5.1,6.1,9.1,4.09,2.9,4.7,4.5,2.6,3.2,2.8,3.4,4.4,3.3,2.7,Accountant/Auditor
3.8,5.4,9.5,2.7,5.5,5.9,3.46,4.6,1.0,3.8,4.1,3.6,4.5,3.9,3.3,3.2,3.7,Graphic Designer/UI-UX
3.3,7.2,5.8,9.5,7.2,5.9,4.0,5.0,3.9,3.4,4.5,2.5,3.9,2.0,2.1,4.1,4.8,Teacher/Lecturer
9.2,9.4,5.6,3.0,6.2,9.5,3.36,5.0,3.4,4.1,3.5,3.7,4.0,4.0,4.3,2.1,3.0,Cybersecurity Analyst
5.5,5.8,6.1,5.9,9.5,4.9,1.97,3.3,3.8,3.3,3.7,5.0,5.0,1.0,3.7,4.0,3.4,Entrepreneur
4.7,5.1,9.5,8.8,6.9,2.9,3.68,2.9,2.2,3.6,3.5,1.9,4.4,4.1,2.4,3.5,2.5,Graphic Designer/UI-UX
4.1,4.5,2.8,4.3,5.2,10.0,3.96,4.5,5.0,3.6,3.8,2.8,2.4,2.1,4.3,3.5,3.6,Accountant/Auditor
3.0,8.5,5.3,3.2,3.2,5.8,3.92,4.0,5.0,5.0,4.4,4.2,2.3,2.8,4.5,4.3,4.0,Data Scientist
4.8,7.1,1.5,4.5,7.7,9.7,4.05,2.2,4.0,4.7,2.7,3.2,4.1,3.1,4.1,2.8,4.5,Banker/Financial Analyst
3.9,3.2,2.4,8.2,8.7,5.9,3.44,3.6,3.1,3.3,3.8,4.4,3.3,2.1,2.2,4.0,2.9,Entrepreneur
6.9,4.6,8.6,4.8,5.5,5.2,3.09,3.0,3.3,4.0,4.5,2.6,4.9,4.7,3.4,1.6,3.8,Graphic Designer/UI-UX
9.3,8.4,3.7,2.7,3.1,5.6,2.99,3.1,5.0,4.2,2.8,5.0,4.9,4.4,3.6,3.3,3.7,Civil/Mechanical Engineer
7.2,8.4,6.2,6.3,4.1,5.1,4.49,4.9,3.7,4.8,2.6,2.3,3.7,2.9,2.4,1.9,2.6,Software Developer
1.5,5.5,1.0,6.1,6.6,7.2,3.61,4.5,4.4,3.3,2.6,1.6,3.0,2.6,4.3,2.8,3.2,Accountant/Auditor
7.2,7.8,5.0,6.9,8.8,8.1,4.31,3.4,4.2,3.7,5.0,4.1,4.5,2.3,4.1,5.0,3.7,Entrepreneur
3.9,2.2,9.6,3.5,2.1,5.6,3.59,1.4,3.6,4.5,4.0,2.6,4.8,3.7,2.0,4.3,3.8,Graphic Designer/UI-UX
10.0,9.3,5.0,2.8,5.9,6.8,3.96,3.5,3.9,4.1,1.3,4.0,1.8,4.6,4.2,3.1,3.8,Cybersecurity Analyst
4.1,3.2,5.5,8.9,9.1,3.6,2.73,2.4,3.5,4.1,4.6,4.8,4.0,1.4,4.6,4.8,2.5,Marketing/Sales Executive
4.8,4.8,2.4,9.5,7.9,6.7,4.74,1.9,4.3,3.8,4.8,4.1,1.6,1.0,2.9,4.2,2.1,Human Resources Manager
7.4,8.7,3.0,2.5,2.8,5.7,3.39,4.7,2.0,4.1,2.0,2.5,3.0,4.8,2.3,2.5,4.0,Software Developer
2.5,5.9,1.7,4.4,5.3,9.0,4.01,2.7,4.7,3.9,3.5,3.6,2.4,2.9,4.7,2.3,4.6,Accountant/Auditor
4.1,7.4,6.3,7.2,7.9,3.5,3.51,1.5,1.8,3.4,4.2,4.8,5.0,1.9,2.4,3.2,3.8,Entrepreneur
3.0,4.3,4.8,9.2,8.9,3.2,3.44,3.1,3.9,3.2,4.3,5.0,3.2,2.7,2.4,5.0,2.3,Marketing/Sales Executive
4.6,5.2,6.4,7.7,8.9,6.1,3.54,2.4,2.8,3.8,5.0,3.8,3.4,3.2,3.5,4.5,2.5,Entrepreneur
6.6,8.4,2.9,4.4,4.7,5.3,3.52,1.0,3.4,5.0,2.8,2.3,3.0,4.3,5.0,2.8,4.7,Medical Lab Scientist
5.1,2.9,3.1,7.9,8.5,3.5,3.53,1.0,1.9,1.9,4.8,5.0,3.9,1.5,4.8,4.9,5.0,Marketing/Sales Executive
6.3,6.2,9.1,3.8,6.2,2.8,3.6,1.4,3.7,4.1,4.0,3.4,4.8,3.6,4.1,4.3,3.9,Graphic Designer/UI-UX
4.2,6.2,2.6,8.2,7.2,8.6,3.38,2.4,4.6,4.0,4.2,4.4,2.3,1.6,3.7,5.0,4.5,Banker/Financial Analyst
7.7,7.7,5.1,4.2,6.5,5.9,3.76,3.7,4.5,5.0,2.4,2.4,1.6,4.6,5.0,2.7,4.1,Data Scientist
5.9,4.5,5.4,7.5,9.3,5.9,4.34,3.6,4.3,4.1,3.0,4.7,3.9,3.8,1.7,4.8,3.5,Entrepreneur
5.6,5.2,5.4,6.2,9.0,6.7,3.28,1.7,2.1,4.1,4.8,3.9,4.8,4.0,3.0,4.8,2.2,Marketing/Sales Executive
2.4,4.0,5.4,5.7,9.0,8.2,2.9,3.0,1.9,2.6,5.0,4.2,5.0,3.8,2.7,5.0,2.4,Marketing/Sales Executive
5.0,3.1,9.3,3.4,8.1,3.6,3.05,4.1,2.4,4.5,3.8,3.7,4.8,4.3,4.0,1.9,3.6,Graphic Designer/UI-UX
6.7,9.8,3.5,4.8,4.9,6.0,4.34,4.9,4.2,3.7,2.1,2.7,3.6,3.4,5.0,4.0,4.0,Software Developer
6.8,8.0,7.9,4.0,2.4,5.4,3.18,4.7,4.2,5.0,2.3,2.8,2.3,4.7,4.2,3.0,3.5,Software Developer
1.9,5.2,4.7,9.1,2.5,4.5,3.39,3.1,3.1,3.0,4.0,3.4,2.2,4.1,3.0,4.0,3.3,Teacher/Lecturer
5.6,6.2,7.1,5.7,9.3,5.3,3.61,2.5,5.0,4.6,4.5,4.2,4.1,4.5,1.1,4.2,3.3,Entrepreneur
4.5,6.3,1.4,6.9,5.3,7.3,3.47,1.0,3.7,4.3,4.0,3.6,2.0,2.8,4.3,2.5,3.6,Banker/Financial Analyst
4.3,6.0,3.1,10.0,7.5,7.4,4.01,2.1,3.2,4.2,4.4,4.8,3.1,2.2,4.6,4.3,3.6,Human Resources Manager
1.5,6.0,5.6,7.3,7.0,5.3,2.57,1.5,1.2,3.1,4.6,4.1,4.7,1.0,2.9,4.6,2.8,Marketing/Sales Executive
5.5,3.3,7.5,7.2,9.0,4.9,2.6,4.6,4.7,4.5,4.9,5.0,4.9,2.1,3.0,4.5,3.5,Entrepreneur
2.4,8.8,1.5,5.0,7.2,5.1,3.57,3.5,4.8,4.5,4.8,3.4,3.4,4.5,4.6,1.1,4.1,Cybersecurity Analyst
6.0,6.6,3.5,5.4,6.1,9.1,2.97,3.2,4.5,3.3,3.3,3.1,2.5,4.1,4.4,4.2,4.8,Banker/Financial Analyst
3.4,9.9,5.6,6.1,6.4,10.0,4.32,4.1,4.8,5.0,2.8,2.3,2.9,2.1,4.8,1.1,4.3,Data Scientist
8.8,9.3,2.1,5.2,7.2,5.8,3.56,2.4,3.4,3.7,3.1,4.3,2.7,3.8,2.9,5.0,4.4,Medical Lab Scientist
6.3,9.0,6.5,5.8,6.4,7.1,3.54,4.2,4.2,5.0,2.8,3.9,4.8,3.6,3.1,2.4,3.8,Software Developer
7.8,6.9,1.3,3.9,3.2,7.5,3.72,4.1,3.2,5.0,5.0,2.7,3.5,4.5,3.8,2.0,3.2,Cybersecurity Analyst
5.0,5.0,4.2,7.3,8.7,5.1,3.77,2.0,2.7,3.7,5.0,3.9,2.9,2.1,3.4,4.4,2.7,Marketing/Sales Executive
2.5,5.2,8.0,9.4,3.8,3.6,3.45,2.0,4.0,2.0,4.0,5.0,3.5,2.6,2.4,4.9,2.7,Teacher/Lecturer
3.2,2.5,3.4,7.9,5.7,5.1,3.35,1.9,3.4,3.9,4.7,4.7,2.5,1.4,2.6,3.9,1.6,Human Resources Manager
7.7,8.0,6.1,4.5,4.3,8.3,3.48,3.0,4.2,4.2,2.7,2.3,3.1,3.8,4.1,3.5,5.0,Medical Lab Scientist
5.4,6.6,4.1,6.6,6.4,9.4,4.11,3.0,4.7,4.9,3.8,4.3,4.4,3.4,4.4,5.0,4.0,Banker/Financial Analyst
6.9,10.0,5.7,5.8,1.0,9.8,3.89,1.9,3.4,4.4,3.8,3.9,2.0,4.3,5.0,3.2,4.4,Medical Lab Scientist
3.6,5.4,5.2,7.3,8.9,6.6,3.14,2.5,2.5,5.0,4.5,3.9,4.1,1.6,1.8,5.0,1.0,Marketing/Sales Executive
7.2,10.0,5.5,4.8,4.3,7.6,2.86,3.8,4.3,4.9,3.8,3.3,3.0,4.8,3.3,2.0,4.0,Cybersecurity Analyst
5.7,9.8,6.5,6.1,2.4,6.1,3.88,2.5,3.8,4.4,3.4,3.2,2.4,4.3,3.6,4.9,5.0,Medical Lab Scientist
7.4,5.9,2.7,6.1,4.9,5.0,2.98,2.9,3.4,4.2,5.0,4.1,3.3,5.0,3.0,2.2,5.0,Civil/Mechanical Engineer
6.0,5.3,5.1,9.8,4.6,6.8,3.26,4.0,3.5,3.8,4.4,4.4,3.7,1.0,2.6,4.7,3.3,Teacher/Lecturer
9.4,7.6,3.2,3.3,5.9,6.4,4.03,2.3,3.8,4.5,4.0,3.5,4.8,4.7,3.5,3.7,4.6,Civil/Mechanical Engineer
6.6,10.0,3.9,2.6,4.3,9.2,3.37,2.8,4.7,4.4,3.5,3.9,2.7,2.3,5.0,2.0,3.7,Data Scientist
1.7,2.7,5.3,9.2,8.1,6.4,2.49,1.6,1.0,4.1,4.8,4.3,2.2,1.4,1.4,4.3,5.0,Human Resources Manager
3.1,8.5,3.1,5.4,5.2,5.1,4.45,3.2,4.8,4.2,3.2,3.5,3.7,4.9,4.8,3.3,4.0,Data Scientist
2.8,3.5,2.7,7.3,7.9,4.9,2.98,1.0,3.7,3.6,4.7,4.7,4.4,2.4,2.2,4.0,3.3,Marketing/Sales Executive
6.8,4.1,4.7,3.6,4.7,9.6,3.26,2.9,4.3,2.4,4.1,3.3,1.0,2.4,3.6,3.9,4.5,Accountant/Auditor
2.4,5.5,6.1,7.1,8.5,6.2,3.6,1.7,3.0,4.4,4.9,4.1,4.9,3.2,5.0,3.8,3.8,Marketing/Sales Executive
6.5,9.8,3.7,5.8,6.4,9.6,3.91,3.3,4.5,4.7,3.6,2.6,1.5,4.2,5.0,3.5,4.7,Data Scientist
4.8,8.0,6.2,4.1,5.4,6.9,4.25,3.5,4.4,4.1,5.0,2.2,2.4,4.8,4.1,3.1,4.2,Cybersecurity Analyst
6.8,8.9,4.5,3.9,7.2,5.1,4.34,5.0,5.0,5.0,3.0,4.0,3.1,4.8,4.8,2.6,5.0,Data Scientist
6.7,1.9,5.5,7.9,8.4,4.2,4.37,1.7,2.6,3.5,4.3,4.2,3.9,1.0,2.3,5.0,3.1,Human Resources Manager
4.2,6.0,5.8,5.4,9.9,4.6,2.9,1.5,3.0,3.7,3.9,4.2,3.8,2.2,3.7,2.8,2.7,Entrepreneur
5.9,7.0,3.2,2.9,7.6,8.7,2.89,1.0,4.7,3.1,5.0,2.4,2.5,3.1,4.1,1.2,3.5,Accountant/Auditor
7.9,7.3,1.0,2.5,4.6,10.0,3.97,2.6,3.2,4.5,3.4,1.7,3.1,4.1,3.2,3.1,4.5,Cybersecurity Analyst
4.0,4.0,6.7,5.4,8.2,3.6,3.04,1.1,2.9,4.0,3.8,4.9,3.7,4.2,3.1,3.7,3.8,Entrepreneur
4.4,10.0,3.5,5.7,6.5,7.5,3.83,4.1,3.8,4.7,3.8,3.1,1.0,2.8,4.6,3.3,4.5,Data Scientist
2.8,4.0,4.1,8.5,6.6,5.4,2.47,2.0,5.0,4.0,5.0,4.1,3.1,2.2,2.8,5.0,1.2,Human Resources Manager
4.7,8.8,2.8,3.5,3.0,6.8,3.67,3.6,4.2,4.5,2.7,3.9,3.6,3.7,4.6,3.4,4.7,Data Scientist
7.9,8.2,3.7,3.5,5.3,5.4,4.44,2.8,4.2,4.8,2.5,2.0,4.1,4.0,3.6,3.7,4.0,Cybersecurity Analyst
5.4,9.2,5.7,1.0,4.8,2.2,3.64,4.0,1.8,5.0,3.5,2.2,4.5,3.6,3.1,1.0,5.0,Cybersecurity Analyst
2.5,4.1,2.4,6.0,9.6,5.5,3.45,1.0,2.4,3.7,4.9,5.0,4.8,1.7,2.4,5.0,2.9,Marketing/Sales Executive
7.6,7.4,6.2,1.9,9.5,3.8,3.92,2.9,3.9,4.6,5.0,4.9,3.5,4.1,2.9,5.0,4.7,Entrepreneur
8.9,9.6,5.5,5.0,3.7,8.2,4.39,2.2,4.1,5.0,4.9,2.4,2.6,4.6,1.5,3.0,4.6,Civil/Mechanical Engineer
3.5,5.0,5.6,7.2,7.5,6.2,3.24,1.9,5.0,2.3,4.5,4.9,2.2,2.6,3.3,3.3,2.7,Human Resources Manager
4.4,2.3,8.1,3.5,6.3,4.9,2.66,1.4,1.0,4.7,4.7,3.6,5.0,5.0,1.8,2.9,4.0,Graphic Designer/UI-UX
3.1,5.4,2.2,3.9,8.0,8.2,4.01,3.3,4.0,3.4,4.5,2.4,2.4,4.8,5.0,3.3,4.1,Accountant/Auditor
7.2,8.3,4.6,4.4,6.2,7.3,4.06,5.0,4.5,4.4,2.2,4.7,3.0,4.3,2.8,3.1,4.1,Cybersecurity Analyst
2.6,5.5,4.6,8.8,5.0,5.2,3.3,1.3,3.9,4.1,4.3,3.8,4.5,2.4,3.0,5.0,4.7,Teacher/Lecturer
5.2,7.9,4.1,4.5,8.7,4.2,3.49,4.5,4.3,4.6,4.2,1.0,1.4,3.9,4.7,1.0,1.0,Software Developer
7.9,8.7,4.1,6.5,1.0,8.5,2.8,1.1,3.6,4.6,1.1,3.0,3.5,5.0,3.5,2.7,4.2,Medical Lab Scientist
7.8,6.7,3.6,3.8,3.6,8.1,3.17,3.9,4.0,5.0,3.2,3.9,3.8,4.6,3.2,1.4,4.1,Cybersecurity Analyst
6.3,10.0,1.3,3.2,4.6,9.2,3.45,5.0,4.8,4.6,3.3,2.6,4.1,2.9,4.9,2.6,3.8,Data Scientist
5.7,4.8,1.0,5.0,4.9,8.9,3.86,2.6,3.6,4.0,4.1,1.9,1.1,2.0,4.9,1.4,4.0,Accountant/Auditor
4.9,8.3,4.8,3.6,4.7,6.3,3.28,4.9,3.0,4.7,3.6,2.1,3.3,4.0,5.0,1.7,3.5,Cybersecurity Analyst
5.5,6.9,4.0,2.6,9.2,7.6,3.64,1.4,4.7,4.1,3.7,4.6,3.5,2.7,4.9,4.6,4.3,Accountant/Auditor
6.3,7.0,5.0,6.8,5.1,6.7,4.28,2.9,4.4,3.7,2.6,2.7,2.8,4.4,2.7,4.7,4.4,Medical Lab Scientist
4.7,2.5,7.6,7.7,5.7,6.1,2.96,1.9,2.4,4.5,5.0,3.2,5.0,3.4,4.3,4.6,2.6,Graphic Designer/UI-UX
